"(0, 0)","(1, 0)","(2, 0)","(3, 0)","(4, 0)","(5, 0)","(0, 1)","(1, 1)","(2, 1)","(3, 1)","(4, 1)","(5, 1)","(0, 2)","(1, 2)","(2, 2)","(3, 2)","(4, 2)","(5, 2)","(0, 3)","(1, 3)","(2, 3)","(3, 3)","(4, 3)","(5, 3)","(0, 4)","(1, 4)","(2, 4)","(3, 4)","(4, 4)","(5, 4)","(0, 5)","(1, 5)","(2, 5)","(3, 5)","(4, 5)","(5, 5)"
19.027213177874145,0.0,18.51978977204915,18.148655097809808,17.68223786328731,18.90316849049354,18.344103171557354,16.7441639630593,18.086650057756966,18.965617519134476,0.0,17.231202472239072,17.809646759951644,17.32687299803904,16.79434268538847,18.48332399275593,19.342083969581655,18.860303399651546,17.304052140845954,16.98413025417033,16.645385306505894,17.07821476354212,18.845157616490546,19.688253778279254,16.845230321640017,0.0,0.0,0.0,17.39091220734269,19.09201023470822,16.340604208772476,15.897876226498129,15.46255959100584,16.307553489280917,17.476694388368074,18.578198026941628
19.836941046095404,0.0,19.297849541578962,18.918209826008024,18.444305279129246,19.66870934766354,19.14459575483461,17.535552496977747,18.857512668525654,19.72771207077671,0.0,17.989395892852862,18.60103529387009,18.109468545108772,17.55783649472092,19.237440086021113,20.090607108990266,19.60184814776237,18.086550009851727,17.7588138889312,17.411099558354966,17.825422008438427,19.585614733205343,20.423788972261757,17.61990321148729,0.0,0.0,0.0,18.12361619046167,19.819987882123133,17.106572906589726,16.656185234865692,16.213285505032783,17.030437546465137,18.198363584641918,19.298310002188295
20.63857163563445,0.0,20.06728671432165,19.679237345524438,19.197928422922946,20.42541494263759,19.93708341235191,18.31902714574928,19.61991826017882,20.48137138041995,0.0,18.73882902135384,19.38450994264162,18.88423813700553,18.313021406141264,19.98320535629063,20.83068112722154,20.334998634127402,18.861222900551674,18.525750687804663,18.169082520226425,18.56441367027192,20.31773151437029,21.150984531140114,18.38682937311141,0.0,0.0,0.0,18.848060162567165,20.53971650508731,17.864881919508324,17.406911156754003,16.956504166145663,17.7451305932365,18.911857472706828,20.010262052043768
21.432185919278105,0.0,20.82819695966751,20.431832255925162,19.943200974431473,21.173421610358808,20.721646193320275,19.094667048102384,20.37395979648038,21.22668893320586,0.0,19.47963806163224,20.160149844994727,19.651260033090626,19.059988232361206,20.72071390169773,21.562414993806144,21.059864311778927,19.628149062483104,19.285018118855255,18.91941235463954,19.295282653176574,21.04161312634182,21.86993824953273,19.14608627336268,0.0,0.0,0.0,19.564347486160518,21.251293428763457,18.615607843053215,18.15012982073544,17.69229064291931,18.451726975844633,19.617271836146532,20.714150250511498
22.21786406008532,0.0,21.58067488440034,21.17608810616904,20.68021557302331,21.912859996559007,21.498363346488418,19.862550551456938,21.119729217426688,21.963757176998502,0.0,20.211953453477918,20.92803334834928,20.410611710253537,19.798826775785113,21.45005861937235,22.285915045278443,21.776551994458583,20.38740596284513,20.036692875655117,19.662166431430894,20.0181206027624,21.757362542237747,22.580747790528903,19.897750604699155,0.0,0.0,0.0,20.272579584029767,21.95481567836542,19.35882650763681,18.885916298553973,18.420719255752772,19.150321235445293,20.31470228900256,21.410070418677307
22.99568541948447,0.0,22.324814044511438,21.912097406286648,21.40966780073335,22.643915369206677,22.267313328128296,20.62275521978695,21.857317450534822,22.692667533904824,0.0,20.935947756200317,21.688238016679293,21.162369870658768,20.52962584133666,22.17133123462752,23.001285155540053,22.485170702313912,21.139070294221526,20.780850884908524,20.39742133585154,20.733017941755836,22.465080650683912,23.283510901786144,20.641898292753883,0.0,0.0,0.0,20.972856006318782,22.65038013099836,20.09461298567396,19.614344911767464,19.14186358275888,19.8410078175082,21.004244042829242,22.098118195439852
23.765728565289624,0.0,23.060706956882072,22.639951638929556,22.13309519695689,23.36690501846188,23.02857380995299,21.375357841436895,22.586814422009432,23.41351041166772,0.0,21.651906430349474,22.440840638329238,21.906610449464953,21.252473248956623,22.884622328086007,23.70862735319731,23.185839179613698,21.88321798229063,21.51756731407715,21.125252876645114,21.44006390304969,23.16486676941102,23.97832634596522,21.37860450393945,0.0,0.0,0.0,21.665274858967926,23.338084310011116,20.823041598966746,20.33548923891162,19.85579646660426,20.52388082978738,21.685991982066287,22.778389681101913
24.528071279636727,0.0,23.788445110835948,23.359741270791204,22.84894162361927,24.081957592187845,23.78222168695989,22.120434436871516,23.308309067787455,24.126375214932697,0.0,22.35998788622197,23.185917233763863,22.6434086224849,21.967455845794184,23.59002140692686,24.408043061799784,23.878663213931965,22.619924193481392,22.246916578956903,21.845736094055358,22.139346637769243,23.856819730335143,24.66529247087482,22.107943653017273,0.0,0.0,0.0,22.349933784154363,24.018025428255246,21.54418592613964,21.049422122807094,20.562590021650863,21.1990340540944,22.360041278288563,23.450980804157815
25.28279056684036,0.0,24.50811897956316,24.07155576390069,23.55700085448939,24.78916729923382,24.528333085196877,22.85806026635221,24.021889344461233,24.831350356389347,0.0,23.060298102465136,23.923543063244555,23.372838813775292,22.67465952266281,24.28761703812216,25.099631849898792,24.5637418918805,23.34926334256108,22.968972351188864,22.55894526819668,22.8309534290474,24.541036769212145,25.3445066016263,22.829989410605794,0.0,0.0,0.0,23.02692908324457,24.69029972512651,22.258118810045517,21.756215677871854,21.262315641161376,21.86656143511523,23.02648686268477,24.11598668131761
26.029962661171957,0.0,25.21981803141695,24.77548358679094,24.257306670182082,25.488621423965363,25.26698336945155,23.588309837538254,24.72764224008106,25.528523267788994,0.0,23.752927192068668,24.653792634430598,24.09497470315302,23.37416923653044,24.97749673564538,25.78349104924491,25.241170856577774,24.071309100150277,23.683807565698867,23.26495392800149,23.51497049365529,25.21761314343485,26.016064816076753,23.54481471061897,0.0,0.0,0.0,23.696355261629137,25.355002178021596,22.964912365114046,22.455941297388954,21.955044004482005,22.526556759399156,23.685422821910624,24.773501265812698
26.76966303456024,0.0,25.923630741084807,25.471612225542582,24.94993488847662,26.180405242712325,25.998247150863705,24.31125691301249,25.425653784838516,26.21798041083985,0.0,24.437960536257762,25.376739709904832,24.80988923363705,24.066069008551068,25.659746931106966,26.459715771982758,25.91104340129146,24.786134400163697,24.391494428063908,23.96383485774532,24.191482921553554,25.88664211743575,26.68006184668478,24.252491757632203,0.0,0.0,0.0,24.358304943534538,26.012226387608404,23.664637984632503,23.148669660711953,22.640845084171303,23.17911311331425,24.336942051302728,25.423617187380287
27.501966404214635,0.0,26.61964460063528,26.160028194705003,25.634968060146534,26.864602909211193,26.722198294461737,25.026974517732,26.116009061631758,26.89980728798105,0.0,25.1154816902743,26.092457314624344,25.51765461881628,24.750441930254755,26.33445298460251,27.12839903361385,26.57345084478112,25.493811447177016,25.09210442180534,24.65566010408184,24.86057468373543,26.54821505113377,27.33659102858091,24.953092034175373,0.0,0.0,0.0,25.012868922281097,26.662064530315142,24.357366347956003,23.834470740402125,23.319788153064405,23.824322501067982,24.981136098789985,26.06642568334045
28.22694674017249,0.0,27.30794613044183,26.84081704809585,26.312489180004285,27.5412976209276,27.438909926623797,25.73553494640433,26.798792216514084,27.574088453036932,0.0,25.785573090448974,26.801017743296672,26.218342350143725,25.427370173619032,27.00169920632131,27.78963188968131,27.228482704411554,26.194411723720222,25.785708315609376,25.34050098345502,25.52232865883077,27.202421505681354,27.985744270874022,25.646686307953143,0.0,0.0,0.0,25.66013624430666,27.304607339219785,25.043167427646345,24.51341380929553,23.991941791268815,24.462275645453133,25.61809510317221,26.702016570526826
28.944677272770768,0.0,27.988620889985164,27.5140633894804,26.982580573415515,28.21057165701463,28.14845444246423,26.437009770789928,27.474086469027114,28.24090752175282,0.0,26.44831622426448,27.50249256768227,26.912023204157894,26.096935002106918,27.66156887951527,28.44350356343635,27.876226811260306,26.88800599749799,26.47237617047537,26.01842808958713,26.176826662507676,27.84934934464638,28.627612043429757,26.333344638993132,0.0,0.0,0.0,26.300194295729057,27.93994410025631,25.72211049653981,25.185567447500045,24.657373893091258,25.093061899512115,26.247907774348473,27.330478237545652
29.655230500043064,0.0,28.661753488535346,28.179850883132087,27.645323705891858,28.872506393283327,28.85090351314627,27.131469846931683,28.141974122419757,28.9003471822137,0.0,27.103791675884764,28.196952643824027,27.59876724963193,26.75921678174202,28.314144282485913,29.09010156052247,28.516769404145936,27.574664328537995,27.15217734679272,26.68951130092142,26.824149475640056,28.489084826321708,29.262283375332192,27.013136386722735,0.0,0.0,0.0,26.93312888364935,28.56816265866976,26.39426413474435,25.850999549322538,25.31615167389552,25.71676921338739,26.870661393277942,27.951897649117985
30.358678195042636,0.0,29.32742759571507,28.83826226427557,28.300799157246985,29.527182312982898,29.546328093121485,27.818985322312013,28.802536573754388,29.552489205147094,0.0,27.75207914370764,28.884468119204357,28.27864385465122,27.414294991990054,28.959506709175237,29.729511771152595,29.1501952121378,28.254456076267594,27.82518051134689,27.35381978798498,27.46437687048315,29.12171268708857,29.88984586247304,27.68613021697504,0.0,0.0,0.0,27.55902431086374,29.189349433062468,27.059696236566857,26.509777330126816,25.968341676891757,26.333484127726834,27.48644182281147,28.566360358706493
31.055091413092214,0.0,29.985725951945412,29.489379349413614,28.94908662501736,30.17467901674448,30.23479842729695,28.499625642938547,29.455854323901246,30.197414454111367,0.0,28.393257451715744,29.56510843983089,28.951721693620325,28.062248236406553,29.59773648840456,30.36181856110655,29.776587528501082,28.927449906519904,28.491453644255518,28.011422020665133,28.097587634884032,29.747316216634744,30.51038568227344,28.352394108924827,0.0,0.0,0.0,28.177963444223415,29.803589435211872,27.718474017371136,27.16196733312305,26.614009779858023,26.9432917809566,28.095333525532,29.173950527227415
31.744540498961292,0.0,30.63673037877531,30.133283046539027,29.590264933015067,30.815075232287825,30.91638405813066,29.173459560358815,30.102006987422598,30.835202895570777,0.0,29.02740455941168,30.238942357251158,29.61806875419974,28.703154253056525,30.228913001894202,30.987104852905524,30.396028277428005,29.59371379846969,29.151064045835067,28.662385775399816,28.72385959471163,30.3659773259227,31.123987613911915,29.011995361955112,0.0,0.0,0.0,28.790027777194872,30.410966294246506,28.37066402036737,27.807635436089324,27.253221201794634,27.546275924850754,28.697419586534075,29.774750946305623
32.42709509397169,0.0,31.28052178909617,30.770053365233043,30.224412040708945,31.44844882399864,31.591153832656037,29.84055513860488,30.741073302347562,31.46593360885849,0.0,29.654597571370434,30.906037935497224,30.27775234417336,29.33708992471996,30.853114701200848,31.605452198385436,31.00859807446422,30.25331505149998,29.80407834339882,29.306778142283722,29.343269634703507,30.977776608734192,31.7307350627206,29.6650006024551,0.0,0.0,0.0,29.395297487190177,31.01156228403695,29.016332123333648,28.44684685802594,27.886040509511883,28.14251894565544,29.292781739772757,30.368843064879027
33.10282414303197,0.0,31.917180197242757,31.399769426651325,30.851605052667296,32.07487680239686,32.25917590943615,30.50097976106848,31.373131139839035,32.089684796028905,0.0,30.27491274662966,31.566462557960822,30.930839098247237,29.96413128889788,31.470419123695944,32.216940843739124,31.614376281367065,30.906320291999958,30.45056249798693,29.94466553209263,29.955893717909046,31.582793397523726,32.33071008764972,30.31147579055008,0.0,0.0,0.0,29.993851488190277,31.605458352869075,29.655543545270266,29.07966616574319,28.512531624151965,28.732101889139802,29.881500396952532,30.95630701819363
33.77179590160165,0.0,32.54678472898178,32.02250947339891,31.47192022792644,32.694435333500316,32.920517765448466,31.15480013730744,31.998257513753863,32.70653379160043,0.0,30.888425507964925,32.22028293419979,31.57739498478038,30.584353547632215,32.08090290769331,32.821649787958364,32.21344105602888,31.552795480094936,31.090581811029157,30.576113683227856,30.561806903887504,32.18110581422521,32.92399343089947,30.95148622676411,0.0,0.0,0.0,30.585767479131245,32.19273415464041,30.28836285298751,29.706157280383266,29.13275782764564,29.315104488436088,30.46365467814165,31.537221658412403
34.43407794258563,0.0,33.169413631389254,32.638350879295224,32.08543298926169,33.30719974808569,33.57524620290066,31.80208230978402,32.616528590097346,33.3165570721899,0.0,31.495210451060913,32.86756510667636,32.21748531244818,31.1978310771511,32.684641806820245,33.419656835485085,32.80586939801827,32.19280591630896,31.724200930940963,31.201187668582765,31.161083365799627,32.7727908165774,33.51066454898559,31.585096558615998,0.0,0.0,0.0,31.1711219884727,32.77346808096479,30.91485396762758,30.32638348387693,29.74678176910437,29.891605193798537,31.039322443457447,32.11166458620923
35.089737163159775,0.0,33.785144282618056,33.24737015903053,32.69221793235768,33.91324455084776,34.22342735597833,32.44289166053583,33.22801969637335,33.919830266039945,0.0,32.09534135358149,33.50837445742817,32.85117473683932,31.804637437349996,33.28171070371431,34.01103864377571,33.391737190224504,32.82641624816086,32.351483859653655,31.819951902333038,31.753796406513864,33.35792424046481,34.09080164464433,32.212370787149375,0.0,0.0,0.0,31.749990415322443,33.34773729369075,31.535080171121255,30.940407425335664,30.354665471148515,30.461681203590413,31.608580325296924,32.67971218284218
35.73883979152818,0.0,34.39405320155671,33.84964297771489,33.29234883487825,34.5126434294583,34.86512669752522,33.07729291778011,33.83280533083111,34.51642816244043,0.0,32.688891184140104,34.14277571467246,33.47852726698653,32.404845381117624,33.87218362311726,34.5958707663912,33.971119237031495,33.45369047669423,32.97249395907921,32.43247014665235,32.340018473833474,33.93658083871113,34.66448169909981,32.83337227339741,0.0,0.0,0.0,32.32244706745152,33.91561775744013,32.149104112579984,31.548291127379812,30.95647033617222,31.025408495946067,32.171503760693106,33.24143964230258
36.3814513936129,0.0,34.996216057380806,34.445244160320975,33.88589866543687,35.10546926352559,35.500409045656646,33.705350162451964,34.43095917160994,35.1064247210452,0.0,33.27593211117201,34.770832959344304,34.09960627183227,32.99852686351508,34.45613374442852,35.174227692146374,34.54408929939684,34.07469196294226,33.58729395751051,33.038805518354906,32.91982117493693,34.50883431670957,35.23178050431391,33.44816374478296,0.0,0.0,0.0,32.88856519649825,34.47718427185652,32.756987814624125,32.15009599240351,31.55225715254568,31.582861860666267,32.72816702346559,33.79692100322142
37.01763687967678,0.0,35.59170767899808,35.03424770102173,34.47293959246877,35.69179413345571,36.129338570306764,34.327126834677095,35.022554085782986,35.6898930810852,0.0,33.856535511708984,35.392609631569435,34.71447448662956,33.58575305081488,35.03363341377265,35.74618288078371,35.110720127166964,34.68948343432781,34.1959459559575,33.639020495466156,33.49327529011334,35.074757365229,35.79277269491995,34.05680730145466,0.0,0.0,0.0,33.44841703062849,35.03251050332261,33.35879267964783,32.745882808776976,32.14208610075541,32.13411493099667,33.27864325590668,34.3462291802852
37.64746051088001,0.0,36.18060206438844,35.61672677242424,35.05354299300574,36.27168932921661,36.75197879971037,34.942685740179975,35.607662138300896,36.266905570479224,0.0,34.43077198005794,36.008168537072315,35.32319401927888,34.16659432940641,35.60475415562836,36.311808795577434,35.67108348892015,35.29812699099952,34.79851143442002,34.23317692372304,34.060450785863914,35.634421690694936,36.34753177960863,34.65936442255964,0.0,0.0,0.0,34.002073804891545,35.581669015963236,33.954579496021296,33.33571175698671,32.726016759483045,32.67924021501543,33.8230044998049,34.889435994971805
38.27098590577121,0.0,36.7629723898401,36.1927537347008,35.6277794613547,36.84522535900612,37.36839262681994,35.55208905662782,36.18635460083696,36.83753371484334,0.0,34.998711336384325,36.61757185352016,35.9258263566017,34.74112031457365,36.16956668406089,36.87117693322245,36.22525019959548,35.9006841121045,35.39505125809792,34.82133602300493,34.62141682743252,36.18789804320926,36.896130171790354,35.25589597245358,0.0,0.0,0.0,34.54960578948636,36.124731301797475,34.544408444231024,33.91964241571434,33.30410811162341,33.218309126418546,34.36132172665751,35.426612205464906
38.8882760467135,0.0,37.338891019082915,36.76240014461854,36.195718817681076,37.412471957824884,37.978642315658426,36.155398339911194,36.75870196053437,37.40184824640028,0.0,35.56042263520141,37.22088113680354,36.52243237055131,35.30939985914983,36.728140913593876,37.42435785131793,36.773290146135984,36.497215661998446,35.98562568353904,35.40355839369624,35.176241790819994,36.73525624254222,37.43863921940338,35.84646220684858,0.0,0.0,0.0,35.091082316130546,36.66176780994235,35.12833910295867,34.49773376785471,33.87641855024236,33.75139201454362,34.89366486696422,35.95782753564483
